BMS老化测试详细判定报表

基本信息
通道号,4
货架号,01-A04
主机条码,4
从机1条码,44
从机2条码,444
从机3条码,4444
测试配方,DJ2513_Aging
测试开始时间,2026-05-24 14:46:13
测试结束时间,2026-05-24 14:53:09
测试总判定,PASS

详细判定数据
测试项名称,单位,下限,上限,测量值,判定结果,执行时间(秒),记录时间
HSD_OUTPUT3（LH）,V,0.0,0.3,0.006,PASS,1.50,2026-05-24 14:47:37
HSD_OUTPUT3_CS（LH）,V,0.0,0.05,0.004,PASS,0.05,2026-05-24 14:47:37
HSD_OUTPUT3（HH）,V,11.0,13.0,11.246,PASS,2.68,2026-05-24 14:47:40
HSD_OUTPUT3_CS（HH）,V,0.65,0.85,0.799,PASS,0.48,2026-05-24 14:47:40
HSD_OUTPUT4（LL）,V,2.6,3.0,2.952,PASS,1.01,2026-05-24 14:47:41
HSD_OUTPUT4（LH）,V,0.0,0.3,0.006,PASS,0.96,2026-05-24 14:47:42
HSD_OUTPUT4_CS（LH）,V,0.0,0.05,0.003,PASS,0.04,2026-05-24 14:47:42
HSD_OUTPUT4（HH）,V,11.0,13.0,11.598,PASS,1.49,2026-05-24 14:47:44
HSD_OUTPUT4_CS（HH）,V,0.35,0.5,0.429,PASS,1.14,2026-05-24 14:47:45
HSD_OUTPUT5（L）,V,0.0,0.3,0.0,PASS,1.15,2026-05-24 14:47:46
HSD_OUTPUT5_CS（L）,V,0.0,0.05,0.004,PASS,0.15,2026-05-24 14:47:46
HSD_OUTPUT5（H）,V,11.0,13.0,11.206,PASS,1.10,2026-05-24 14:47:47
HSD_OUTPUT5_CS（H）,V,0.65,0.85,0.811,PASS,0.61,2026-05-24 14:47:48
HSD_OUTPUT6（L）,V,0.0,0.3,0.0,PASS,0.61,2026-05-24 14:47:49
HSD_OUTPUT6_CS（L）,V,0.0,0.05,0.006,PASS,0.06,2026-05-24 14:47:49
HSD_OUTPUT6（H）,V,11.0,13.0,11.605,PASS,1.11,2026-05-24 14:47:50
HSD_OUTPUT6_CS（H）,V,0.35,0.5,0.435,PASS,0.60,2026-05-24 14:47:50
HSD_OUTPUT7（L）,V,0.0,0.1,0.0,PASS,0.62,2026-05-24 14:47:51
HSD_OUTPUT7（H）,V,11.0,13.0,11.266,PASS,1.26,2026-05-24 14:47:52
HSD_OUTPUT7_CS（H）,V,0.7,0.9,0.802,PASS,0.62,2026-05-24 14:47:53
HSD_OUTPUT8（L）,V,0.0,0.1,0.0,PASS,0.59,2026-05-24 14:47:53
HSD_OUTPUT8（H）,V,11.0,13.0,11.598,PASS,1.11,2026-05-24 14:47:55
HSD_OUTPUT8_CS（H）,V,0.35,0.5,0.428,PASS,0.65,2026-05-24 14:47:55
LSD_OUTPUT1（L）,V,2.6,3.0,2.96,PASS,0.99,2026-05-24 14:47:56
LSD_OUTPUT1（H）,V,0.0,0.3,0.039,PASS,2.71,2026-05-24 14:47:59
LSD_OUTPUT2（L）,V,2.6,3.0,2.967,PASS,0.95,2026-05-24 14:48:00
LSD_OUTPUT2（H）,V,0.0,0.3,0.026,PASS,2.40,2026-05-24 14:48:02
LSD_OUTPUT3（L）,V,2.6,3.0,2.973,PASS,1.00,2026-05-24 14:48:03
LSD_OUTPUT3（H）,V,0.0,0.3,0.039,PASS,2.72,2026-05-24 14:48:06
LSD_OUTPUT4（L）,V,2.6,3.0,2.98,PASS,1.07,2026-05-24 14:48:07
LSD_OUTPUT4（H）,V,0.0,0.3,0.019,PASS,2.72,2026-05-24 14:48:10
@高压源控制-100V,V,99.0,101.0,100.058,PASS,6.65,2026-05-24 14:48:17
高压1测试-100V,V,99.0,101.0,100.077,PASS,0.07,2026-05-24 14:48:17
高压2测试-100V,V,99.0,101.0,99.925,PASS,0.05,2026-05-24 14:48:17
高压3测试-100V,V,99.0,101.0,99.431,PASS,0.05,2026-05-24 14:48:17
@高压源控制-750V,V,749.0,751.0,749.999,PASS,4.11,2026-05-24 14:48:21
高压1测试-750V,V,749.0,751.0,749.895,PASS,0.06,2026-05-24 14:48:21
高压2测试-750V,V,749.0,751.0,749.933,PASS,0.07,2026-05-24 14:48:21
高压3测试-750V,V,749.0,751.0,749.287,PASS,0.06,2026-05-24 14:48:21
@高压源控制-650V,V,649.0,651.0,650.0087,PASS,4.35,2026-05-24 14:48:25
绝缘采集测试-正极1MΩ,KΩ,800.0,1200.0,1000.4kΩ,PASS,84.94,2026-05-24 14:49:50
绝缘采集测试-负极30KΩ,KΩ,25.0,35.0,30.6kΩ,PASS,0.03,2026-05-24 14:49:50
@高压源控制-0V,V,0.0,1.0,0.5335,PASS,3.57,2026-05-24 14:49:54
快充口绝缘阻抗-100KΩ,Ω,80000.0,120000.0,93467.0,PASS,3.13,2026-05-24 14:49:57
快充口绝缘阻抗-500KΩ,Ω,425000.0,575000.0,470980.0,PASS,2.66,2026-05-24 14:50:00
第一路负极粘连检测-无效,V,4.9,5.02,4.99,PASS,2.07,2026-05-24 14:50:02
第一路负极粘连检测-有效,V,1.8,2.0,1.904,PASS,2.87,2026-05-24 14:50:05
第二路负极粘连检测-无效,V,4.9,5.02,4.999,PASS,2.05,2026-05-24 14:50:07
第二路负极粘连检测-有效,V,1.8,2.0,1.913,PASS,2.70,2026-05-24 14:50:10
CA550输出-2.5V,V,2.49,2.51,2.5,PASS,5.86,2026-05-24 14:50:15
HALL电流采集（2.5V）,V,2.4,2.6,2.506,PASS,1.55,2026-05-24 14:50:17
CA550输出-5V,V,4.99,5.01,5.0,PASS,8.62,2026-05-24 14:50:26
HALL电流采集（5V）,V,4.9,5.1,4.999,PASS,0.06,2026-05-24 14:50:26
CA550输出-0V,V,-0.01,0.01,0.0,PASS,15.60,2026-05-24 14:50:41
HALL电流采集（0V）,V,-0.1,0.1,0.01,PASS,0.05,2026-05-24 14:50:41
CA550输出-OFF,V,-0.01,0.01,0.0,PASS,2.60,2026-05-24 14:50:44
EEPROM测试,NULL,测试通过,--,测试通过,PASS,5.26,2026-05-24 14:50:49
1模拟电池输出-2.5V,V,44.946,45.054,45.0,PASS,6.49,2026-05-24 14:50:56
2模拟电池输出-2.5V,V,44.946,45.054,45.0,PASS,5.62,2026-05-24 14:51:01
3模拟电池输出-2.5V,V,44.946,45.054,45.0,PASS,5.53,2026-05-24 14:51:07
单体电压测试准备,NULL,--,--,OK,PASS,4.01,2026-05-24 14:51:11
节点配置,NULL,--,--,0.0,PASS,63.38,2026-05-24 14:52:14
单体电压读取_01,V,2.497,2.503,2.5,PASS,0.04,2026-05-24 14:52:14
单体电压读取_02,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:14
单体电压读取_03,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:14
单体电压读取_04,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:14
单体电压读取_05,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:15
单体电压读取_06,V,2.497,2.503,2.5,PASS,0.06,2026-05-24 14:52:15
单体电压读取_07,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:15
单体电压读取_08,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:15
单体电压读取_09,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:15
单体电压读取_10,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:15
单体电压读取_11,V,2.497,2.503,2.5,PASS,0.06,2026-05-24 14:52:15
单体电压读取_12,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:15
单体电压读取_13,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:15
单体电压读取_14,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:15
单体电压读取_15,V,2.497,2.503,2.5,PASS,1.26,2026-05-24 14:52:16
单体电压读取_16,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:16
单体电压读取_17,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:16
单体电压读取_18,V,2.497,2.503,2.5,PASS,0.04,2026-05-24 14:52:16
单体电压读取_19,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:17
单体电压读取_20,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:17
单体电压读取_21,V,2.497,2.503,2.5,PASS,0.06,2026-05-24 14:52:17
单体电压读取_22,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:17
单体电压读取_23,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:17
单体电压读取_24,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:17
单体电压读取_25,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:17
单体电压读取_26,V,2.497,2.503,2.5,PASS,0.06,2026-05-24 14:52:17
单体电压读取_27,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:17
单体电压读取_28,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:17
单体电压读取_29,V,2.497,2.503,2.5,PASS,0.04,2026-05-24 14:52:17
单体电压读取_30,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:17
单体电压读取_31,V,2.497,2.503,2.499,PASS,0.04,2026-05-24 14:52:17
单体电压读取_32,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:17
单体电压读取_33,V,2.497,2.503,2.5,PASS,0.06,2026-05-24 14:52:17
单体电压读取_34,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:17
单体电压读取_35,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:17
单体电压读取_36,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:17
单体电压读取_37,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:17
单体电压读取_38,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:18
单体电压读取_39,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:18
单体电压读取_40,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:18
单体电压读取_41,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:18
单体电压读取_42,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:18
单体电压读取_43,V,2.497,2.503,2.5,PASS,0.06,2026-05-24 14:52:18
单体电压读取_44,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:18
单体电压读取_45,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:18
单体电压读取_46,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:18
单体电压读取_47,V,2.497,2.503,2.499,PASS,0.04,2026-05-24 14:52:18
单体电压读取_48,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:18
单体电压读取_49,V,2.497,2.503,2.5,PASS,0.04,2026-05-24 14:52:18
单体电压读取_50,V,2.497,2.503,2.5,PASS,0.04,2026-05-24 14:52:18
单体电压读取_51,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:18
单体电压读取_52,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:18
单体电压读取_53,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:18
单体电压读取_54,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:18
单体电压读取_55,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:18
单体电压读取_56,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:18
单体电压读取_57,V,2.497,2.503,2.499,PASS,0.04,2026-05-24 14:52:18
单体电压读取_58,V,2.497,2.503,2.5,PASS,0.06,2026-05-24 14:52:19
单体电压读取_59,V,2.497,2.503,2.5,PASS,0.03,2026-05-24 14:52:19
单体电压读取_60,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:19
单体电压读取_61,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:19
单体电压读取_62,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:19
单体电压读取_63,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:19
单体电压读取_64,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:19
单体电压读取_65,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:19
单体电压读取_66,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:19
单体电压读取_67,V,2.497,2.503,2.499,PASS,0.12,2026-05-24 14:52:19
单体电压读取_68,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:19
单体电压读取_69,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:19
单体电压读取_70,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:19
单体电压读取_71,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:19
单体电压读取_72,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:19
单体电压读取_73,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:20
单体电压读取_74,V,2.497,2.503,2.499,PASS,0.03,2026-05-24 14:52:20
单体电压读取_75,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:20
单体电压读取_76,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:20
单体电压读取_77,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:20
单体电压读取_78,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:20
单体电压读取_79,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:20
单体电压读取_80,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:20
单体电压读取_81,V,2.497,2.503,2.5,PASS,0.04,2026-05-24 14:52:20
单体电压读取_82,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:20
单体电压读取_83,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:20
单体电压读取_84,V,2.497,2.503,2.5,PASS,0.04,2026-05-24 14:52:20
单体电压读取_85,V,2.497,2.503,2.499,PASS,0.04,2026-05-24 14:52:20
单体电压读取_86,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:20
单体电压读取_87,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:20
单体电压读取_88,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:20
单体电压读取_89,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:20
单体电压读取_90,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:20
单体电压读取_91,V,2.497,2.503,2.5,PASS,0.06,2026-05-24 14:52:20
单体电压读取_92,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:21
单体电压读取_93,V,2.497,2.503,2.499,PASS,0.03,2026-05-24 14:52:21
单体电压读取_94,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:21
单体电压读取_95,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:21
单体电压读取_96,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:21
单体电压读取_97,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:21
单体电压读取_98,V,2.497,2.503,2.5,PASS,0.06,2026-05-24 14:52:21
单体电压读取_99,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:21
单体电压读取_100,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:21
单体电压读取_101,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:21
单体电压读取_102,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:21
单体电压读取_103,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:21
单体电压读取_104,V,2.497,2.503,2.499,PASS,0.04,2026-05-24 14:52:21
单体电压读取_105,V,2.497,2.503,2.5,PASS,0.06,2026-05-24 14:52:21
单体电压读取_106,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:21
单体电压读取_107,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:21
单体电压读取_108,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:21
单体电压读取_109,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:21
单体电压读取_110,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:21
单体电压读取_111,V,2.497,2.503,2.499,PASS,0.04,2026-05-24 14:52:22
单体电压读取_112,V,2.497,2.503,2.499,PASS,0.04,2026-05-24 14:52:22
单体电压读取_113,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:22
单体电压读取_114,V,2.497,2.503,2.5,PASS,0.06,2026-05-24 14:52:22
单体电压读取_115,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:22
单体电压读取_116,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:22
单体电压读取_117,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:22
单体电压读取_118,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:22
单体电压读取_119,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:22
单体电压读取_120,V,2.497,2.503,2.499,PASS,0.09,2026-05-24 14:52:22
单体电压读取_121,V,2.497,2.503,2.5,PASS,0.06,2026-05-24 14:52:22
单体电压读取_122,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:22
单体电压读取_123,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:22
单体电压读取_124,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:22
单体电压读取_125,V,2.497,2.503,2.499,PASS,0.04,2026-05-24 14:52:22
单体电压读取_126,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:22
单体电压读取_127,V,2.497,2.503,2.499,PASS,0.04,2026-05-24 14:52:23
单体电压读取_128,V,2.497,2.503,2.499,PASS,0.03,2026-05-24 14:52:23
单体电压读取_129,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:23
单体电压读取_130,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:23
单体电压读取_131,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:23
单体电压读取_132,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:23
单体电压读取_133,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:23
单体电压读取_134,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:23
单体电压读取_135,V,2.497,2.503,2.499,PASS,0.04,2026-05-24 14:52:23
单体电压读取_136,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:23
单体电压读取_137,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:23
单体电压读取_138,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:23
单体电压读取_139,V,2.497,2.503,2.5,PASS,0.04,2026-05-24 14:52:23
单体电压读取_140,V,2.497,2.503,2.499,PASS,0.04,2026-05-24 14:52:23
单体电压读取_141,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:23
单体电压读取_142,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:23
单体电压读取_143,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:23
单体电压读取_144,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:23
单体电压读取_145,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:23
单体电压读取_146,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:24
单体电压读取_147,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:24
单体电压读取_148,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:24
单体电压读取_149,V,2.497,2.503,2.499,PASS,0.04,2026-05-24 14:52:24
单体电压读取_150,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:24
单体电压读取_151,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:24
单体电压读取_152,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:24
单体电压读取_153,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:24
单体电压读取_154,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:24
单体电压读取_155,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:24
单体电压读取_156,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:24
单体电压读取_157,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:24
单体电压读取_158,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:24
单体电压读取_159,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:24
单体电压读取_160,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:24
单体电压读取_161,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:24
单体电压读取_162,V,2.497,2.503,2.5,PASS,0.04,2026-05-24 14:52:24
单体电压读取_163,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:24
单体电压读取_164,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:24
单体电压读取_165,V,2.497,2.503,2.5,PASS,0.06,2026-05-24 14:52:25
单体电压读取_166,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:25
单体电压读取_167,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:25
单体电压读取_168,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:25
单体电压读取_169,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:25
单体电压读取_170,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:25
单体电压读取_171,V,2.497,2.503,2.5,PASS,0.05,2026-05-24 14:52:25
单体电压读取_172,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:25
单体电压读取_173,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:25
单体电压读取_174,V,2.497,2.503,2.499,PASS,0.04,2026-05-24 14:52:25
单体电压读取_175,V,2.497,2.503,2.5,PASS,0.12,2026-05-24 14:52:25
单体电压读取_176,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:25
单体电压读取_177,V,2.497,2.503,2.5,PASS,0.06,2026-05-24 14:52:25
单体电压读取_178,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:25
单体电压读取_179,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:25
单体电压读取_180,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:25
单体电压读取_181,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:26
单体电压读取_182,V,2.497,2.503,2.499,PASS,0.04,2026-05-24 14:52:26
单体电压读取_183,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:26
单体电压读取_184,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:26
单体电压读取_185,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:26
单体电压读取_186,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:26
单体电压读取_187,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:26
单体电压读取_188,V,2.497,2.503,2.499,PASS,0.05,2026-05-24 14:52:26
单体电压读取_189,V,2.497,2.503,2.499,PASS,0.06,2026-05-24 14:52:26
